path,label,duration_s,samplerate,channels
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T46 (2).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T69 (4).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T50 (8).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (136).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (242).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (45).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T22 (7).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_aain_t20b (3).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (206).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (183).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (198).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T5 (6).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T14 (7).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T50 (2).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T87 (4).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (85).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (313).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T1 (6).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T45 (6).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T11 (2).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (291).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (298).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T70 (8).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T12 (3).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T30 (7).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T69 (3).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T4.wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (13).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T82 (8).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T138.wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T2.wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T30 (2).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T13b (6).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T90 (2).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (205).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (234).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T58 (8).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T88 (4).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (275).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T60 (3).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (110).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T27 (4).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (376).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T14b (5).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T11 (5).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (346).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T76 (7).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (70).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T50 (7).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T75.wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T40 (4).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (22).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (337).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T16b.wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (145).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (4).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (226).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (181).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T58 (2).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (398).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (32).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T138 (6).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (361).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (329).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T70 (7).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T69 (6).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T5.wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T2 (5).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (26).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (236).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T10 (3).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (352).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T80 (8).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (274).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (254).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (162).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T3 (6).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (392).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T33 (4).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T3 (5).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T1 (8).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T81 (7).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (365).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T6 (2).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T90 (5).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T138 (2).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (131).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T82 (4).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (355).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (269).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T20-T_E (3).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T5 (7).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (342).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T1 (5).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (416).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (178).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T14 (3).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (193).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T14b (6).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T2 (4).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T20-T_E (8).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T13 (2).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T22 (3).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (55).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T80 (3).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (23).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T16b (2).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (374).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T137 (5).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (82).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (68).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (158).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (345).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T51 (7).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T16b (5).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T70.wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (312).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T22 (8).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T52 (6).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T8 (8).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (384).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (126).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T88 (6).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T20-T_E (6).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T30.wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (191).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (105).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T13 (5).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (75).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (64).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T34 (5).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (20).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T13 (4).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T88 (5).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T16 (6).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (88).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (125).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (323).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T14b (7).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T45 (7).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T52 (3).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T21 (2).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (293).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T81 (6).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T30 (8).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Taj_Aain_T (54).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T4 (4).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T27 (7).wav,Aain,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Aain/1_7_Aain_T81 (4).wav,Aain,1.0,16000,1
